,Job title,Type of position,Job Location,Job description,Working type,Contact,Achievements,Base salary,Equity
322,Senior Data Engineer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500732002,Engineering,talentre,Null,Not Posted,Not Posted
323,Software Engineer - Network Nervous System,Full-time,"San Francisco, CA ",https://boards.greenhouse.io/dfinity/jobs/4877787002,Engineering,talentre,Null,Not Posted,Not Posted
324,"Senior Software Engineer, Frontend",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508024002,Engineering,talentre,Null,Not Posted,Not Posted
325,Principal Software Engineer,Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6506736002,Engineering,talentre,Null,Not Posted,Not Posted
326,IT Administrator,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/it-administrator-at-falconx-3417459538,Engineering,talentre,Null,Not Posted,Not Posted
327,Senior Frontend Software Engineer,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/senior-frontend-software-engineer-at-falconx-3392555173,Engineering,talentre,Null,Not Posted,Not Posted
328,Communications/Marketing Intern,Internship,Singapore 068895,https://join.com/jobs/6063063-communications-marketing-intern,Marketing,talentre,Null,Not Posted,Not Posted
329,"Accounting Director, Revenue & Digital Assets ",Full-time,UNITED STATES - Remote,https://consensys.net/open-roles/gh_jid?gh_jid=4658035,Others,talentre,Null,Not Posted,Not Posted
330,"Regional Director, Strategic Partnerships (Americas)",Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5409866003,Others,talentre,Null,Not Posted,Not Posted
331,Content Marketer,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4026575005,Others,talentre,Null,Not Posted,Not Posted
332,Senior Node JS Developer,Full-time,,https://deversifi.com/open_positions/senior_nodejs_developer/,Engineering,talentre,Null,Not Posted,Not Posted
333,UI/UX Designer,Full-time,Taipei,https://boards.greenhouse.io/woonetwork/jobs/4324051003,Finance,talentre,Null,Not Posted,Not Posted
334,Backend Engineer (Java),Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020806005,Engineering,talentre,Null,Not Posted,Not Posted
335,Research Engineer - Secure Operating Systems and Virtualization ,Full-time,"San Francisco, CA",https://boards.greenhouse.io/dfinity/jobs/6423749002,Engineering,talentre,Null,Not Posted,Not Posted
336,"Senior Counsel, Privacy & Data Protection",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501015002,Others,talentre,Null,Not Posted,Not Posted
337,Senior Marketing Manager - APAC & EMEA,Full-time,London,https://jobs.lever.co/merklescience/fe70485e-9479-4442-a804-a93f31233745,Marketing,talentre,Null,Not Posted,Not Posted
338,Software Engineer (Full Stack) - SkyHarbor,Full-time,"New York, NY  / Seattle, WA / San Francisco Bay Area, CA / Remote",https://jobs.lever.co/certik/f5227e7b-0004-4a3e-862d-69440e6460f4,Engineering,talentre,Null,Not Posted,Not Posted
339,Security Operations Engineer,Full-time,"Zürich, Switzerland",https://join.com/jobs/6670519-security-operations-engineer,Engineering,talentre,Null,Not Posted,Not Posted
340,Data Engineer,Full-time,"San Francisco, CA / New York, NY / Remote",https://boards.greenhouse.io/coinlist/jobs/6074435002,Engineering,talentre,Null,Not Posted,Not Posted
341,UX Designer – London Based (UTC) – Remote,Full-time,"London, UK",https://coinflex.com/careers/ux-designer-london-based-utc-remote/,Others,talentre,Null,Not Posted,Not Posted
342,"Compliance Associate, Regulatory Affairs",Full-time,"San Francisco, CA / New York, NY / Remote",https://boards.greenhouse.io/coinlist/jobs/5848090002,Others,talentre,Null,Not Posted,Not Posted
343,Senior SDET,Full-time,Bangalore,https://jobs.lever.co/merklescience/dac59a4b-8716-4857-9b53-81748ed1b7eb,Engineering,talentre,Null,Not Posted,Not Posted
344,Brand Designer,Full-time,Taipei,https://boards.greenhouse.io/woonetwork/jobs/5246935003,Finance,talentre,Null,Not Posted,Not Posted
345,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
346,Corporate Paralegal (Temp),Full-time,United States (Remote),https://boards.greenhouse.io/blockdaemon/jobs/4745133004,Others,talentre,Null,Not Posted,Not Posted
347,"Senior Counsel, Privacy & Data Protection",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501015002,Others,talentre,Null,Not Posted,Not Posted
348,Finance Associate,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/finance-associate-at-falconx-3356633426,Others,talentre,Null,Not Posted,Not Posted
349,Senior Data Engineer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500732002,Engineering,talentre,Null,Not Posted,Not Posted
350,"Senior Customer Success Manager, Capital Markets",Full-time,Phoenix - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501446002,Others,talentre,Null,Not Posted,Not Posted
351,"Senior Security Engineer, Application Security",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501630002,Engineering,talentre,Null,Not Posted,Not Posted
352,Senior Software Engineer - Bengaluru /  Remote,Full-time,"Bengaluru, IN",https://careers.everledger.io/jobs/1645974-senior-software-engineer-bengaluru-remote,Engineering,talentre,Null,Not Posted,Not Posted
353,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
354,Middle/Senior Java Developer,Full-time,"10-100 employees, Growth",https://defiyield.app/careers#/Middle/SeniorJavaDeveloper,Engineering,talentre,Null,Not Posted,Not Posted
355,Head of Credit,Full-time,Switzerland,https://jobs.lever.co/centrifuge/bf58448b-fef6-4f69-955e-8efabaa6a970,Others,talentre,Null,Not Posted,Not Posted
356,RegTech and Crypto Compliance Officer,Full-time,"Zürich, Switzerland",https://join.com/jobs/3823904-regtech-and-crypto-compliance-officer,Others,talentre,Null,Not Posted,Not Posted
357,"Senior Software Engineer, Frontend",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508024002,Engineering,talentre,Null,Not Posted,Not Posted
358,Senior Unity Engineer,Full-time,Berlin OR Remote,https://boards.greenhouse.io/chainsafesystems/jobs/4465233004,Engineering,talentre,Null,Not Posted,Not Posted
359,Solutions Engineer,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4033846005,Others,talentre,Null,Not Posted,Not Posted
360,Developer Relations Engineer,Full-time,"Zurich, CH",https://boards.greenhouse.io/dfinity/jobs/6459523002,Engineering,talentre,Null,Not Posted,Not Posted
361,TypeScript Toolkit Engineer - Apps Framework,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/4988043003,Engineering,talentre,Null,Not Posted,Not Posted
362,Marketing Director- Global Expansion,Full-time,"Jersey City, NJ, US",https://www.linkedin.com/jobs/view/marketing-director-global-expansion-at-bitmart-3393815159,Marketing,talentre,Null,Not Posted,Not Posted
363,Senior Frontend Developer,Full-time,"10-100 employees, Growth",https://defiyield.app/careers#/SeniorFrontendDeveloper,Engineering,talentre,Null,Not Posted,Not Posted
364,"Business Development Manager, Web3",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6498687002,Others,talentre,Null,Not Posted,Not Posted
365,Compliance Officer – Anti-Money Laundering ,Full-time,"Zürich, Switzerland",https://join.com/jobs/6067671-compliance-officer-anti-money-laundering,Others,talentre,Null,Not Posted,Not Posted
366,"Product Designer, Mobile",Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020789005,Others,talentre,Null,Not Posted,Not Posted
367,Senior Cloud Infrastructure Engineer,Full-time,"Remote, United States",https://boards.greenhouse.io/mythicalgames/jobs/5270954003,Others,talentre,Null,Not Posted,Not Posted
368,Treasury Product Manager,Full-time,"Singapore, SG",https://sg.linkedin.com/jobs/view/treasury-product-manager-at-amber-group-3341508007,Finance,talentre,Null,Not Posted,Not Posted
369,"Senior Data Analyst, Finance Reporting",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501575002,Others,talentre,Null,Not Posted,Not Posted
370,"Senior Manager, Product Marketing, Enterprise and Partnerships",Full-time,Los Angeles - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502045002,Others,talentre,Null,Not Posted,Not Posted
371,"Business Development Manager, Capital Markets",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511276002,Others,talentre,Null,Not Posted,Not Posted
372,Market Intermediary Account Manager,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5216163003,Others,talentre,Null,Not Posted,Not Posted
373,"Senior Counsel, Privacy & Data Protection",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501015002,Others,talentre,Null,Not Posted,Not Posted
374,Data Engineer,Full-time,"San Francisco, CA / New York, NY / Remote",https://boards.greenhouse.io/coinlist/jobs/6074435002,Engineering,talentre,Null,Not Posted,Not Posted
375,"Senior Manager, Product Marketing, Enterprise and Partnerships",Full-time,Los Angeles - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502045002,Others,talentre,Null,Not Posted,Not Posted
376,Backend Engineer (General),Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4018043005,Engineering,talentre,Null,Not Posted,Not Posted
377,Database Admin(MYSQL DBA),Full-time,Hyderabad,https://jobs.lever.co/Kyro/ccf49913-1444-4522-bdde-bf8121a39b11,Others,talentre,Null,Not Posted,Not Posted
378,Senior Front End Engineer,Full-time,"London, New York, Remote",https://boards.greenhouse.io/firefly/jobs/4656133004,Engineering,talentre,Null,Not Posted,Not Posted
379,"Director, Data Science",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6512267002,Others,talentre,Null,Not Posted,Not Posted
380,Business Analyst,Full-time,"London, England, United Kingdom",https://www.careers-page.com/archax/job/QY6743YV,Finance,talentre,Null,Not Posted,Not Posted
381,Relationship Manager – Private Banking ,Full-time,"Zürich, Switzerland",https://join.com/jobs/6800641-relationship-manager-private-banking,Others,talentre,Null,Not Posted,Not Posted
382,Business Development Lead,Full-time,Remote - US,https://boards.greenhouse.io/oasislabs/jobs/4049852002,Others,talentre,Null,Not Posted,Not Posted
383,Staff Software Engineer,Full-time,"London, New York, Remote",https://boards.greenhouse.io/firefly/jobs/4630431004,Others,talentre,Null,Not Posted,Not Posted
384,Engineering Lead,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5313715003,Others,talentre,Null,Not Posted,Not Posted
385,"Lead Security Engineer, Insider Threat and Investigations",Full-time,San Francisco - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511206002,Engineering,talentre,Null,Not Posted,Not Posted
386,Solidity Smart Contract Engineer,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020810005,Engineering,talentre,Null,Not Posted,Not Posted
387,"Director, Data Science",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6512267002,Others,talentre,Null,Not Posted,Not Posted
388,Marketing and Analytics Manager,Full-time,"London, GB",https://nym.teamtailor.com/jobs/2021512-marketing-and-analytics-manager,Marketing,talentre,Null,Not Posted,Not Posted
389,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
390,"Software Engineer, Infrastructure and Devops (Remote)",Full-time,San Francisco Bay Area,https://jobs.lever.co/Kyro/4fad6bb7-c596-4b9d-beae-7549903abd69,Engineering,talentre,Null,Not Posted,Not Posted
391,Event Manager,Full-time,Poland,https://boards.greenhouse.io/woonetwork/jobs/5392079003,Finance,talentre,Null,Not Posted,Not Posted
392,Software Engineer - Systems,Full-time,"Zurich, CH",https://boards.greenhouse.io/dfinity/jobs/4408981002,Engineering,talentre,Null,Not Posted,Not Posted
393,Development Leader,Full-time,"Hong Kong, HK",https://hk.linkedin.com/jobs/view/development-leader-at-amber-group-3376910417,Finance,talentre,Null,Not Posted,Not Posted
394,"Senior Security Engineer, Application Security",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501630002,Engineering,talentre,Null,Not Posted,Not Posted
395,SDK Engineer (Server),Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4020877005,Engineering,talentre,Null,Not Posted,Not Posted
396,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
397,"Business Development Manager, Web3",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6498687002,Others,talentre,Null,Not Posted,Not Posted
398,Marketing,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4027830005,Marketing,talentre,Null,Not Posted,Not Posted
399,"Senior Customer Success Manager, Capital Markets",Full-time,Phoenix - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501446002,Others,talentre,Null,Not Posted,Not Posted
400,Senior Site Reliability Engineer,Full-time,"Remote, LATAM",https://jobs.lever.co/chronicled-2/6383f519-7b24-4616-872f-d8c6333280b8,Engineering,talentre,Null,Not Posted,Not Posted
401,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
402,Security Researcher ,Full-time,GLOBAL - REMOTE,https://consensys.net/open-roles/gh_jid?gh_jid=4739997,Engineering,talentre,Null,Not Posted,Not Posted
403,Front-End Web Development Lead,Full-time,,https://koii.network/jobs/?job=1,Engineering,talentre,Null,Not Posted,Not Posted
404,Developer Advocate (API Docs + Education),Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4027904005,Others,talentre,Null,Not Posted,Not Posted
405,"Business Development Manager, Web3",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6498687002,Others,talentre,Null,Not Posted,Not Posted
406,Senior C++ Developer (Cebu/Manila),Full-time,"Manila, NCR, Philippines",https://www.careers-page.com/archax/job/3V8V3V,"Engineering,Finance",talentre,Null,Not Posted,Not Posted
407,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
408,Senior Software Engineer,Full-time,"London, New York",https://boards.greenhouse.io/firefly/jobs/4735737004,Engineering,talentre,Null,Not Posted,Not Posted
409,Senior Data Engineer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500732002,Engineering,talentre,Null,Not Posted,Not Posted
410,Product Marketing Manager: Alchemy Amplify,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4027833005,Marketing,talentre,Null,Not Posted,Not Posted
411,Integrations Developer,Full-time,"London, GB",https://nym.teamtailor.com/jobs/2115562-integrations-developer,Engineering,talentre,Null,Not Posted,Not Posted
412,DeFi Frontend Developer,Full-time,Anywhere,https://boards.greenhouse.io/woonetwork/jobs/5174826003,"Engineering,Finance",talentre,Null,Not Posted,Not Posted
413,Content & Copy Manager,Full-time,,https://koii.network/jobs/?job=7,Others,talentre,Null,Not Posted,Not Posted
414,Facilities Assistant UK based.,Full-time,"London, England, United Kingdom",https://boards.greenhouse.io/parity/jobs/5026706003,Others,talentre,Null,Not Posted,Not Posted
415,DevOps Engineer,Full-time,"Buenos Aires, Argentina",https://securitize.bamboohr.com/jobs/view/99,Engineering,talentre,Null,Not Posted,Not Posted
416,"Director, Data Engineering",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6505216002,Engineering,talentre,Null,Not Posted,Not Posted
417,Senior Frontend Engineer(SDE II),Full-time,Bangalore,https://jobs.lever.co/merklescience/9cbbe9de-43f0-415e-bc63-c952f88abc3b,Engineering,talentre,Null,Not Posted,Not Posted
418,Head of Host Recruiting,Full-time,"10-100 employees, Seed",https://www.airwaive.com/jobs/?job=2,Others,talentre,Null,Not Posted,Not Posted
419,"Business Development Associate (Remote, India)",Full-time,India / Remote,https://jobs.lever.co/certik/d7d60eaf-1fb7-4ade-9ee5-8f0927dca8b9,Others,talentre,Null,Not Posted,Not Posted
420,Software Engineer - Distributed Systems,Full-time,"San Francisco, CA",https://boards.greenhouse.io/dfinity/jobs/4408999002,Engineering,talentre,Null,Not Posted,Not Posted
421,Engineering Manager,Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4033851005,Others,talentre,Null,Not Posted,Not Posted
422,"Director, Data Engineering",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6505216002,Engineering,talentre,Null,Not Posted,Not Posted
423,"Lead Security Engineer, Insider Threat and Investigations",Full-time,San Francisco - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511206002,Engineering,talentre,Null,Not Posted,Not Posted
424,"Senior Accounting Manager, Investments & Digital Assets",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500800002,Others,talentre,Null,Not Posted,Not Posted
425,Quantitative Protocol Engineer - Research,Full-time,London / Remote,https://boards.greenhouse.io/clearmatics/jobs/6176007002,Others,talentre,Null,Not Posted,Not Posted
426,Senior Data Engineer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500732002,Engineering,talentre,Null,Not Posted,Not Posted
427,"Director, Data Science",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6512267002,Others,talentre,Null,Not Posted,Not Posted
428,Technical Writer,Full-time,United States - Remote,https://boards.greenhouse.io/dfinity/jobs/6523216002,Others,talentre,Null,Not Posted,Not Posted
429,FalconX - Product Manager,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/falconx-product-manager-at-falconx-3313368086,Others,talentre,Null,Not Posted,Not Posted
430,Site Reliability Engineer,Full-time,"San Mateo, CA, US",https://www.linkedin.com/jobs/view/site-reliability-engineer-at-falconx-3316515767,Engineering,talentre,Null,Not Posted,Not Posted
431,"Business Development Manager, Capital Markets",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511276002,Others,talentre,Null,Not Posted,Not Posted
432,"Director, Data Science",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6512267002,Others,talentre,Null,Not Posted,Not Posted
433,"Principal Technical Writer, Developer and Ecosystem Marketing",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6516238002,Marketing,talentre,Null,Not Posted,Not Posted
434,Lead Frontend Engineer(SDE III),Full-time,Bangalore,https://jobs.lever.co/merklescience/03e20419-34a8-4686-9adf-81b3f9ab86b7,Engineering,talentre,Null,Not Posted,Not Posted
435,Backend Engineer (Solana),Full-time,"New York, New York, United States, San Francisco, California, United States",https://boards.greenhouse.io/alchemy/jobs/4093246005,Engineering,talentre,Null,Not Posted,Not Posted
436,"Senior Customer Success Manager, Capital Markets",Full-time,Phoenix - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501446002,Others,talentre,Null,Not Posted,Not Posted
437,"Senior Counsel, Privacy & Data Protection",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501015002,Others,talentre,Null,Not Posted,Not Posted
438,Senior Web Development Engineer,Full-time,"Zurich, CH",https://boards.greenhouse.io/dfinity/jobs/6182101002,Engineering,talentre,Null,Not Posted,Not Posted
439,"Product Manager, Trading",Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/product-manager-trading-at-falconx-3316514689,Others,talentre,Null,Not Posted,Not Posted
440,Devops Engineer - Remote *,Full-time,HQ,https://jobs.lever.co/TorusLabs/bae572e6-3ca2-4310-99aa-ea7500f95d5e,Engineering,talentre,Null,Not Posted,Not Posted
441,Senior UI/UX Designer,Full-time,Warsaw,https://boards.greenhouse.io/woonetwork/jobs/5433803003,Finance,talentre,Null,Not Posted,Not Posted
442,FRONT-END DEVELOPER,Full-time,,https://1000blocks.space/jobs?job=3,Engineering,talentre,Null,Not Posted,Not Posted
443,"VP, Global Marketing",Full-time,New York,https://jobs.lever.co/merklescience/1a2aaa91-9b4b-464e-91ad-06e0800fe894,Marketing,talentre,Null,Not Posted,Not Posted
444,Full-Stack Software Engineer (all levels) - Waterdrop,Full-time,"New York, NY  / Seattle, WA / San Francisco Bay Area, CA / Remote",https://jobs.lever.co/certik/dd98d316-a4eb-4da8-abb6-b2c08e775578,Engineering,talentre,Null,Not Posted,Not Posted
445,Senior Solidity Engineer (m/f/d),Full-time,"Berlin, DE",https://safe-global.breezy.hr/p/7026cd7449c901-senior-solidity-engineer-m-f-d,Engineering,talentre,Null,Not Posted,Not Posted
446,"Business Development Manager, Capital Markets",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511276002,Others,talentre,Null,Not Posted,Not Posted
447,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
448,"VP, Policy and Regulatory Strategy, APAC",Full-time,Singapore,https://boards.greenhouse.io/circle/jobs/6368487002,Others,talentre,Null,Not Posted,Not Posted
449,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
450,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
451,"Software Engineer, Frontend (Remote)",Full-time,San Francisco Bay Area,https://jobs.lever.co/Kyro/bedde77e-64a0-4df7-8f3b-637d04489470,Engineering,talentre,Null,Not Posted,Not Posted
452,Senior Instructional Designer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502026002,Others,talentre,Null,Not Posted,Not Posted
453,Senior Data Engineer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500732002,Engineering,talentre,Null,Not Posted,Not Posted
454,"Senior Data Analyst, Finance Reporting",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501575002,Others,talentre,Null,Not Posted,Not Posted
455,"Business Development Manager, Capital Markets",Full-time,Miami - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6511276002,Others,talentre,Null,Not Posted,Not Posted
456,"Director, Customer Success, APAC",Full-time,Singapore,https://boards.greenhouse.io/circle/jobs/6389270002,Others,talentre,Null,Not Posted,Not Posted
457,Swiss Certified Financial Accountant,Full-time,"Zurich, CH",https://boards.greenhouse.io/dfinity/jobs/6496497002,Others,talentre,Null,Not Posted,Not Posted
458,Senior Backend Developer,Full-time,"10-100 employees, Growth",https://defiyield.app/careers#/SeniorBackendDeveloper,Engineering,talentre,Null,Not Posted,Not Posted
459,Senior Data Engineer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500732002,Engineering,talentre,Null,Not Posted,Not Posted
460,UXUI Product Designer,Full-time,"San Mateo, CA, US",https://www.linkedin.com/jobs/view/uxui-product-designer-at-falconx-3356896124,Others,talentre,Null,Not Posted,Not Posted
461,"Business Development Manager, Web3",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6498687002,Others,talentre,Null,Not Posted,Not Posted
462,Senior Blockchain Engineer - Brisbane,Full-time,"Brisbane, AU",https://careers.everledger.io/jobs/1658886-senior-blockchain-engineer-brisbane,Engineering,talentre,Null,Not Posted,Not Posted
463,"Senior Data Analyst, Finance Reporting",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501575002,Others,talentre,Null,Not Posted,Not Posted
464,Graphic Designer,Full-time,Bangalore,https://jobs.lever.co/merklescience/b180e36e-7c1b-4913-9993-a8db015409ca,Others,talentre,Null,Not Posted,Not Posted
465,"Senior Data Analyst, Finance Reporting",Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501575002,Others,talentre,Null,Not Posted,Not Posted
466,Senior DevOps/Site Reliability Engineer,Full-time,"London, UK",https://coinflex.com/careers/senior-devops-site-reliability-engineer/,Engineering,talentre,Null,Not Posted,Not Posted
467,Network Administrator,Full-time,"Singapore, Central Singapore, Singapore",https://apply.workable.com/j/9E295CB983,Engineering,talentre,Null,Not Posted,Not Posted
468,"Senior Security Engineer, Application Security",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501630002,Engineering,talentre,Null,Not Posted,Not Posted
469,"Business Development Manager, Web3",Full-time,Seattle - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6498687002,Others,talentre,Null,Not Posted,Not Posted
470,Senior Frontend Engineer,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/senior-frontend-engineer-at-falconx-3394295639,Engineering,talentre,Null,Not Posted,Not Posted
471,Senior Protocol Engineer (Remote),Full-time,"New York, NY (Remote)",https://jobs.lever.co/3box/0127c5e1-814e-40bf-82f8-7e878964f059,Others,talentre,Null,Not Posted,Not Posted
472,Senior Data Engineer,Full-time,Salt Lake City - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6500732002,Engineering,talentre,Null,Not Posted,Not Posted
473,DeFi Technical Researcher,Full-time,Anywhere,https://boards.greenhouse.io/woonetwork/jobs/5174827003,Finance,talentre,Null,Not Posted,Not Posted
474,GTM Strategic Finance Manager,Full-time,UNITED STATES - Remote,https://consensys.net/open-roles/gh_jid?gh_jid=4664551,Others,talentre,Null,Not Posted,Not Posted
475,Full Stack Engineer - Business Automation,Full-time,Remote,https://boards.greenhouse.io/parity/jobs/5258683003,Engineering,talentre,Null,Not Posted,Not Posted
476,Cloud Engineer,Full-time,"Singapore, Singapore, Singapore",https://apply.workable.com/j/DA3BC47D79,Others,talentre,Null,Not Posted,Not Posted
477,"Senior Manager, Product Marketing, Enterprise and Partnerships",Full-time,Los Angeles - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502045002,Others,talentre,Null,Not Posted,Not Posted
478,"Senior Customer Success Manager, Capital Markets",Full-time,Phoenix - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6501446002,Others,talentre,Null,Not Posted,Not Posted
479,"Senior Front-End Developer- Blockchain, Crypto",Full-time,London / Remote,https://boards.greenhouse.io/clearmatics/jobs/6420002002,Engineering,talentre,Null,Not Posted,Not Posted
480,"Senior Software Engineer, Frontend",Full-time,Boston - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6508024002,Engineering,talentre,Null,Not Posted,Not Posted
481,FalconX - Backend Engineer - Python/AWS,Full-time,"Bengaluru, IN",https://in.linkedin.com/jobs/view/falconx-backend-engineer-python-aws-at-falconx-3405645396,Engineering,talentre,Null,Not Posted,Not Posted
482,"Senior Manager, Product Marketing, Enterprise and Partnerships",Full-time,Los Angeles - will also consider remote in US,https://boards.greenhouse.io/circle/jobs/6502045002,Others,talentre,Null,Not Posted,Not Posted
483,Head of Design ,Full-time,Europe,https://boards.greenhouse.io/woonetwork/jobs/4925305003,Finance,talentre,Null,Not Posted,Not Posted
484,Senior Site Reliability Engineer,Full-time,"Remote, LATAM",https://jobs.lever.co/chronicled-2/6383f519-7b24-4616-872f-d8c6333280b8,Engineering,talentre,Null,Not Posted,Not Posted
